HIP,Proxy,RAhms,DEdms,Vmag,VarFlag,r_Vmag,RAdeg,DEdeg,AstroRef,Plx,pmRA,pmDE,e_RAdeg,e_DEdeg,e_Plx,e_pmRA,e_pmDE,DE:RA,Plx:RA,Plx:DE,pmRA:RA,pmRA:DE,pmRA:Plx,pmDE:RA,pmDE:DE,pmDE:Plx,pmDE:pmRA,F1,F2,BTmag,e_BTmag,VTmag,e_VTmag,m_BTmag,B-V,e_B-V,r_B-V,V-I,e_V-I,r_V-I,CombMag,Hpmag,e_Hpmag,Hpscat,o_Hpmag,m_Hpmag,Hpmax,HPmin,Period,HvarType,moreVar,morePhoto,CCDM,n_CCDM,Nsys,Ncomp,MultFlag,Source,Qual,m_HIP,theta,rho,e_rho,dHp,e_dHp,Survey,Chart,Notes,HD,BD,CoD,CPD,(V-I)red,SpType,r_SpType
42624," ",08 41 13.14,-47 19 01.7,4.74,,H,130.3047503,-47.31714129," ",1.72,-10.53,6.87,0.4,0.37,0.46,0.49,0.38,0.08,0.02,0.11,0.16,0.02,-0.01,0.02,-0.03,0.13,0.06,0,1.75,4.92,0.002,4.785,0.002," ",0.137,0.029,G,0.25,0.02,A," ",4.8052,6.0E-4,0.005,127," ",4.8,4.81,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",74272,"          ",C-46  4448,P-46  2819,0.25,A5II,2
69191," ",14 09 54.96,-53 26 19.4,4.74,,H,212.47898599,-53.43872584," ",17.93,-144.17,-90.54,0.43,0.39,0.61,0.58,0.44,-0.06,-0.27,0.11,0.27,0.01,0.03,-0.05,0.38,0.15,0.32,1,-0.86,5.933,0.003,4.844,0.002," ",0.938,0.004,G,0.92,0.02,A," ",4.9002,6.0E-4,0.006,152," ",4.89,4.91,,C," "," ",14099-5326,I,1,1," "," "," ","  ",,,,,,S," "," ",123569,"          ","          ",P-52  7028,0.92,G8III,2
116602," ",23 37 50.94,-45 29 32.4,4.74,,H,354.46223051,-45.49232134," ",16.26,71.36,-12.34,0.5,0.38,0.7,0.56,0.38,-0.18,0.07,-0.19,0.06,-0.15,0.18,-0.11,-0.22,0.23,-0.2,4,-0.98,4.845,0.002,4.745,0.002," ",0.082,0.001,G,0.08,0.02,A," ",4.7715,6.0E-4,0.006,166," ",4.76,4.79,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",222095,"          ",C-46 14720,P-46 10567,0.08,A2V,X
93542," ",19 03 06.83,-42 05 42.0,4.74,,G,285.77846922,-42.09499443," ",17.75,55.74,-45.33,0.79,0.54,0.86,1.08,0.65,-0.27,-0.06,-0.28,-0.37,0.55,-0.17,0.45,-0.58,0.28,-0.42,0,1.34,4.711,0.003,4.732,0.002," ",-0.027,0.006,G,-0.02,0.02,A," ",4.7352,4.0E-4,0.004,106," ",4.73,4.74,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",176638,"          ",C-42 13855,P-42  8575,-0.02,A0Vn,X
69713," ",14 16 10.07,+51 22 01.3,4.75,1,H,214.04195627,51.36701398," ",33.54,-149.98,89.42,0.44,0.46,0.56,0.54,0.48,0.15,-0.09,-0.15,0.16,-0.12,0.0,-0.12,0.0,-0.14,-0.03,0,0.49,5.019,0.002,4.772,0.002," ",0.236,0.015,G,0.19,0.03,C," ",4.8082,9.0E-4,0.007,103," ",4.8,4.82,,M," "," ",14162+5122,I,1,1," "," "," ","  ",,,,,,S," ",P,125161,"B+52 1784 ","          ","          ",0.19,A9V,X
115088,H,23 18 37.41,+68 06 41.1,4.75,,G,349.6558621,68.11141807,A,15.48,54.88,10.91,0.54,0.57,0.55,0.55,0.56,-0.03,0.0,-0.02,0.3,0.03,0.06,0.05,0.03,0.08,0.09,3,0.65,5.999,0.008,4.961,0.005,A,0.836,0.002,G,0.86,0.03,C,*,4.904,6.0E-4,0.005,119,*,4.9,4.91,,D," "," ",23186+6807,I,1,2,C," ",A,AB,218,3.278,0.004,2.25,0.02,S," "," ",219916,"B+67 1514 ","          ","          ",0.86,K0III,X
57581," ",11 48 14.49,-66 48 53.5,4.75,1,H,177.06037263,-66.81487085," ",7.55,30.77,-16.25,0.4,0.45,0.52,0.45,0.48,0.13,-0.09,0.26,-0.01,0.22,0.04,0.19,0.19,0.03,0.33,1,-1.84,6.779,0.005,4.918,0.003," ",1.522,0.057,G,1.62,0.02,A," ",4.863,9.0E-4,0.008,124," ",4.85,4.87,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",102584,"          ","          ",P-66  1649,1.62,K4III,1
35020," ",07 14 38.14,-48 16 18.9,4.75,,H,108.65893526,-48.27192832," ",9.2,-4.18,0.63,0.47,0.47,0.52,0.56,0.58,-0.17,-0.01,0.08,-0.26,0.12,0.12,0.13,-0.18,-0.06,-0.32,4,-0.19,4.645,0.002,4.736,0.003," ",-0.091,0.002,G,-0.07,0.02,A," ",4.7296,5.0E-4,0.004,104," ",4.72,4.74,," "," "," ",07146-4816,I,1,1," "," "," ","  ",,,,,,S," "," ",56456,"          ",C-48  2807,P-48  1096,-0.07,B8/B9V,2
76945," ",15 42 41.04,-34 42 37.2,4.75,1,G,235.67098805,-34.71033325," ",8.24,-23.96,-30.43,0.73,0.58,0.84,1.02,0.93,-0.5,0.04,-0.18,0.09,0.08,-0.16,0.1,0.15,0.08,-0.5,0,-0.37,4.555,0.002,4.704,0.002," ",-0.151,0.018,G,-0.15,0.02,A," ",4.6915,8.0E-4,0.009,113," ",4.68,4.71,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",140008,"          ",C-34 10494,P-34  6387,-0.15,B5V,3
67786," ",13 53 12.55,-31 55 39.3,4.75,,G,208.30228458,-31.92758624,A,4.87,-13.53,-10.74,0.66,0.52,0.71,0.75,0.64,-0.26,-0.32,0.1,0.07,-0.1,0.19,-0.14,-0.06,0.07,-0.33,2,0.1,4.565,0.002,4.718,0.003,A,-0.111,0.025,G,-0.1,0.01,G," ",4.7067,0.005,0.008,94,A,4.69,4.72,," "," "," ",13532-3156,I,1,2,C," ",B,AB,185,14.8,0.024,3.66,0.14,S," "," ",120955,"          ",C-31 10729,"          ",-0.1,B4IV,3
76880," ",15 41 56.82,-19 40 42.9,4.75,1,H,235.48674445,-19.67857446," ",8.16,-33.21,-104.33,1.42,0.81,1.29,1.42,1.1,0.36,0.06,-0.28,-0.49,-0.37,-0.08,-0.48,-0.15,-0.51,0.34,0,0.59,6.804,0.008,4.933,0.005," ",1.574,0.009,G,1.74,0.02,A," ",4.8503,0.001,0.01,59," ",4.84,4.87,,M," "," ",15419-1941,I,1,1,G," "," ","  ",,,,,,S," "," ",139997,"B-19 4188 ","          ",P-19  5882,1.74,K5III,4
101612," ",20 35 34.77,-60 34 52.7,4.75,,G,308.89486744,-60.58129819," ",36.27,70.15,-185.58,0.44,0.46,0.67,0.47,0.54,0.28,-0.2,-0.07,0.15,-0.05,0.04,-0.14,-0.25,-0.04,0.04,0,-1.76,5.108,0.003,4.788,0.002," ",0.291,0.012,G,0.34,0.02,A," ",4.8282,5.0E-4,0.005,135," ",4.82,4.84,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",195627,"          ","          ",P-61  6492,0.34,F1III,X
55266," ",11 19 07.94,+38 11 08.6,4.76,,H,169.78309755,38.18572227,+,17.82,-57.15,-68.1,0.69,0.54,0.75,0.69,1.02,-0.29,0.05,-0.15,0.29,0.14,-0.22,-0.42,-0.18,0.07,-0.57,0,-0.66,4.905,0.003,4.775,0.003," ",0.113,0.002,G,0.11,0.03,C," ",4.8035,7.0E-4,0.005,89," ",4.8,4.81,,C," "," ","          "," ",,1,O," "," ","  ",,,,,,S," "," ",98353,"B+38 2225 ","          ","          ",0.11,A2V,X
29997," ",06 18 50.78,+69 19 12.1,4.76,,H,94.71158258,69.3200343," ",18.55,-1.64,-101.65,0.3,0.42,0.64,0.31,0.42,-0.06,0.15,-0.1,-0.02,0.28,0.07,0.3,-0.18,0.0,0.09,0,-0.43,4.789,0.002,4.764,0.002," ",0.025,0.003,G,0.05,0.03,C," ",4.7792,4.0E-4,0.005,245," ",4.77,4.79,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",42818,"B+69  371 ","          ","          ",0.05,A0Vn,X
67665," ",13 51 47.49,+34 26 39.5,4.76,2,G,207.94787312,34.44431774," ",5.4,-20.49,-31.82,0.49,0.44,0.67,0.57,0.43,-0.1,0.12,-0.11,-0.09,-0.07,-0.07,-0.08,0.09,-0.1,-0.07,0,-0.09,6.884,0.006,4.942,0.005," ",1.611,0.006,T,1.63,0.01,L," ",4.7831,0.0042,0.031,107," ",4.73,4.85,,U,2,C,"          "," ",,1," "," ",S,"  ",,,,,,S," ",P,120933,"B+35 2496 ","          ","          ",2.22,K5III,K
60485," ",12 24 01.48,+51 33 44.0,4.76,,H,186.00617625,51.56222925," ",8.3,13.15,11.32,0.37,0.38,0.58,0.43,0.42,0.33,0.03,-0.02,-0.04,-0.14,-0.02,-0.14,-0.08,-0.07,0.29,1,-0.94,5.88,0.002,4.859,0.002," ",0.877,0.003,G,0.89,0.03,C," ",4.9223,5.0E-4,0.005,196," ",4.91,4.93,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",107950,"B+52 1626 ","          ","          ",0.89,G7III,X
106801," ",21 37 55.23,+62 04 55.0,4.76,1,H,324.48011167,62.08194667," ",0.72,-1.9,-2.84,0.44,0.41,0.49,0.47,0.39,-0.11,0.04,0.13,0.1,0.13,0.1,0.11,-0.13,0.15,-0.09,1,0.5,5.069,0.003,4.811,0.003," ",0.246,0.004,T,0.38,0.03,C," ",4.8436,0.0025,0.016,105," ",4.82,4.87,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",206165,"B+61 2169 ","          ","          ",0.38,B2Ib,X
114155," ",23 07 06.74,+25 28 06.0,4.76,1,H,346.77807997,25.46833959," ",6.07,0.26,-33.31,0.44,0.48,0.67,0.49,0.49,0.39,0.11,0.01,0.09,-0.11,-0.19,-0.13,-0.32,0.1,0.29,1,-0.96,6.434,0.004,4.905,0.002," ",1.285,0.004,T,1.3,0.02,G," ",4.9146,0.0011,0.011,142," ",4.9,4.94,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",218356,"B+24 4716 ","          ","          ",1.3,K0IIp,X
27750," ",05 52 26.44,+01 51 18.6,4.76,,G,88.11017813,1.8551579," ",2.93,-7.09,-9.91,0.76,0.54,0.93,0.79,0.56,-0.14,0.4,-0.42,-0.11,0.3,-0.31,0.19,-0.11,-0.06,0.18,0,0.36,6.564,0.005,4.912,0.003," ",1.382,0.005,G,1.31,0.02,A," ",4.9282,9.0E-4,0.005,63," ",4.92,4.94,,C," "," ",05524+0151,I,1,1," "," "," ","  ",,,,,,S," "," ",39400,"B+01 1151 ","          ","          ",1.31,K2IIvar,X
65639," ",13 27 27.24,-15 58 25.1,4.76,,H,201.86349201,-15.97363075," ",12.63,-122.13,21.61,0.64,0.44,0.75,0.68,0.46,-0.34,-0.19,0.04,0.15,-0.14,-0.05,-0.19,0.07,0.35,-0.38,0,-0.82,6.162,0.004,4.874,0.003," ",1.096,0.004,T,1.02,0.02,A," ",4.9272,6.0E-4,0.004,95," ",4.92,4.94,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",116976,"B-15 3668 ","          ","          ",1.02,K1IIICN...,4
63355," ",12 58 55.47,+17 24 33.7,4.76,1,H,194.73110786,17.40936063," ",10.91,-38.66,34.95,0.69,0.56,0.88,0.87,0.54,-0.16,0.04,-0.45,-0.02,0.18,-0.34,0.03,-0.41,0.38,-0.37,0,1.53,6.802,0.006,4.934,0.004," ",1.568,0.002,G,1.79,0.03,C," ",4.8555,0.0011,0.006,64," ",4.84,4.87,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",112769,"B+18 2682 ","          ","          ",1.79,M0III,X
94703," ",19 16 13.04,+21 23 25.6,4.76,,G,289.05433156,21.39044277," ",3.58,0.73,-6.12,0.43,0.42,0.6,0.52,0.48,0.24,-0.22,-0.15,-0.08,-0.08,0.09,-0.08,-0.15,0.11,0.29,0,-1.73,4.668,0.002,4.751,0.002," ",-0.058,0.012,G,-0.05,0.03,C," ",4.7421,4.0E-4,0.005,144," ",4.74,4.75,," "," "," ",19162+2123,I,1,1," "," "," ","  ",,,,,,S," "," ",180554,"B+21 3713 ","          ","          ",-0.05,B4IV,X
13244," ",02 50 28.54,-75 04 00.8,4.76,,H,42.6189035,-75.06688108," ",9.92,-33.95,-27.18,0.43,0.44,0.48,0.42,0.51,-0.1,0.18,-0.28,-0.22,-0.01,0.07,0.02,0.04,-0.02,-0.09,0,1.75,6.494,0.004,4.898,0.003," ",1.337,0.004,T,1.27,0.02,A," ",4.9107,6.0E-4,0.006,123," ",4.9,4.92,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",18293,"          ","          ",P-75   204,1.27,K3III,X
2472," ",00 31 24.86,-48 48 12.8,4.76,,G,7.85356695,-48.80356171," ",18.97,140.74,19.47,0.41,0.41,0.64,0.45,0.43,-0.42,0.04,-0.03,-0.18,0.11,-0.07,0.1,-0.08,-0.03,-0.35,0,1.15,,,,," ",0.018,0.004,G,0.01,0.02,A," ",4.7736,5.0E-4,0.006,191," ",4.76,4.78,," "," "," ",00314-4848,I,1,1," "," "," ","  ",,,,,,S," "," ",2834,"          ",C-49   115,P-49    63,0.01,A0V,X
13288," ",02 51 02.35,-21 00 14.3,4.76,,G,42.75977464,-21.0039789," ",17.85,-39.0,-16.63,0.47,0.46,0.69,0.48,0.5,0.23,0.14,0.02,0.38,-0.14,0.2,-0.09,0.01,0.05,0.43,0,1.17,5.927,0.003,4.873,0.002," ",0.906,0.009,G,0.91,0.02,A," ",4.9284,6.0E-4,0.005,110," ",4.92,4.94,," "," "," ",02510-2100,I,1,1," "," "," ","  ",,,,,,S," "," ",17824,"B-21  509 ","          ","          ",0.91,K0III,4
52370," ",10 42 14.14,-64 27 59.2,4.76,2,T,160.55893343,-64.4664538," ",7.15,-17.75,11.27,0.39,0.38,0.46,0.47,0.4,0.11,-0.07,0.15,0.13,-0.03,0.21,-0.07,-0.12,0.03,0.09,0,-0.95,4.582,0.007,4.731,0.007," ",-0.139,0.007,G,-0.13,0.01,H," ",4.7131,0.0113,0.069,122," ",4.6,4.76,,U,2,C,"          "," ",,1," "," "," ","  ",,,,,,S," ",P,92938,"          ","          ",P-63  1589,-0.13,B3V,X
38901," ",07 57 40.11,-30 20 04.5,4.76,,H,119.41713237,-30.33458703," ",2.26,-8.11,7.14,0.33,0.42,0.58,0.41,0.45,0.03,0.04,-0.04,0.1,0.0,0.19,-0.02,-0.17,0.14,-0.09,0,0.64,4.966,0.002,4.804,0.002," ",0.151,0.012,G,0.24,0.02,A," ",4.8279,5.0E-4,0.006,170," ",4.82,4.84,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",65456,"          ",C-29  5236,P-30  2135,0.24,A7III,3
47522," ",09 41 17.03,-23 35 29.5,4.76,1,H,145.32094152,-23.59152139," ",6.56,-29.14,3.02,0.53,0.42,0.65,0.62,0.44,-0.15,0.0,-0.22,-0.02,0.09,0.05,0.11,-0.42,0.26,-0.09,0,-0.61,4.597,0.002,4.741,0.002," ",-0.117,0.015,G,-0.1,0.02,A," ",4.7213,9.0E-4,0.009,137," ",4.71,4.74,,U,2," ",09413-2335,I,1,1," "," "," ","  ",,,,,,S," "," ",83953,"B-22 2684 ",C-23  8624,"          ",-0.1,B5V,4
84969," ",17 21 59.53,-67 46 14.3,4.76,,H,260.49806157,-67.7706496," ",10.46,-37.1,-7.78,0.38,0.47,0.66,0.48,0.55,-0.12,-0.19,0.11,0.21,-0.21,-0.01,-0.17,0.08,-0.04,-0.03,1,0.42,6.344,0.003,4.899,0.002," ",1.194,0.056,G,1.18,0.02,A," ",4.9263,4.0E-4,0.004,180," ",4.92,4.94,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",156277,"          ","          ",P-67  3310,1.18,K1III,1
70264,H,14 22 37.12,-58 27 33.0,4.76,,H,215.65467485,-58.45915834,A,11.56,-47.03,17.03,2.57,2.07,3.09,2.58,2.3,0.24,-0.33,-0.12,-0.02,-0.1,-0.26,-0.11,-0.08,-0.1,0.36,11,5.52,5.738,0.003,4.844,0.003,*,0.795,0.003,T,0.83,0.0,L,*,4.9105,0.0011,0.008,122,*,4.9,4.93,,D," "," ",14226-5828,I,1,2,C," ",C,AB,158,9.083,0.014,1.85,0.14,S," "," ",125628,"          ","          ",P-57  6619,0.88,G8/K1 + F/G,G
86486," ",17 40 23.73,-49 24 54.6,4.76,,H,265.09888468,-49.41515481," ",45.72,104.28,-177.67,0.76,0.52,0.79,0.74,0.54,-0.24,-0.45,-0.04,0.37,-0.44,-0.06,-0.31,0.39,-0.15,-0.39,0,0.62,5.24,0.005,4.806,0.004," ",0.415,0.02,G,0.49,0.02,A," ",4.85,8.0E-4,0.006,58," ",4.84,4.86,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",160032,"          ",C-49 11616,P-49 10162,0.49,F3IV,X
14382," ",03 05 32.43,+56 42 20.0,4.77,,G,46.38510717,56.7055481," ",15.95,-13.49,70.34,0.55,0.5,0.76,0.67,0.65,-0.12,0.3,-0.27,0.27,-0.35,0.17,-0.29,-0.13,0.13,-0.05,0,1.65,6.083,0.004,4.882,0.003," ",1.018,0.003,G,0.99,0.0,H," ",4.9311,5.0E-4,0.005,97," ",4.92,4.94,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",18970,"B+56  767 ","          ","          ",0.99,K0II-III,X
86201," ",17 36 57.09,+68 45 25.9,4.77,,H,264.23787472,68.75718933," ",42.62,1.34,321.05,0.52,0.49,0.53,0.59,0.62,0.17,-0.08,-0.08,-0.37,-0.07,-0.19,-0.1,-0.19,-0.2,0.34,1,-1.31,5.292,0.003,4.824,0.002," ",0.43,0.009,G,0.49,0.03,C," ",4.8698,6.0E-4,0.004,92," ",4.86,4.88,,C," "," ",17369+6845,I,1,1," "," "," ","  ",,,,,,S," "," ",160922,"B+68  949 ","          ","          ",0.49,F5V,X
100044," ",20 17 47.20,+38 01 58.6,4.77,2,H,304.44668519,38.0329471," ",0.52,-3.53,-6.88,0.36,0.39,0.5,0.39,0.42,-0.06,-0.03,0.11,0.14,0.07,-0.03,0.08,0.05,0.07,0.01,0,-0.8,5.23,0.005,4.831,0.005," ",0.377,0.007,T,0.44,0.01,L," ",4.8623,0.0041,0.058,151," ",4.78,4.96,,U,2,C,"          "," ",,1," "," "," ","  ",,,,,,S," "," ",193237,"B+37 3871 ","          ","          ",0.42,B2pe,X
90905," ",18 32 34.52,+57 02 44.2,4.77,,H,278.14384287,57.04561627," ",1.13,0.32,-7.09,0.44,0.47,0.46,0.52,0.58,-0.05,-0.02,-0.12,0.1,0.03,-0.02,0.03,0.37,-0.07,-0.05,2,0.77,5.534,0.002,4.843,0.002," ",0.611,0.004,G,0.67,0.03,C," ",4.8984,5.0E-4,0.005,109," ",4.89,4.91,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",171635,"B+56 2113 ","          ","          ",0.67,F7Ib,X
112519," ",22 47 28.95,+83 09 13.4,4.77,,H,341.87061429,83.15371558," ",10.06,23.65,47.21,0.47,0.41,0.51,0.53,0.43,-0.09,-0.04,0.25,0.04,-0.1,0.2,-0.18,-0.01,0.07,-0.29,1,2.46,6.426,0.003,4.919,0.002," ",1.257,0.008,G,1.25,0.03,C," ",4.9247,5.0E-4,0.005,130," ",4.92,4.94,,C," "," ",22475+8309,I,1,1," "," "," ","  ",,,,,,S," "," ",216446,"B+82  703 ","          ","          ",1.25,K3III,X
3455," ",00 44 11.41,-10 36 33.4,4.77,,H,11.04752272,-10.60927365," ",15.54,-6.96,-113.88,0.69,0.53,0.82,0.82,0.6,0.18,-0.11,-0.18,-0.26,0.03,0.33,0.03,-0.19,0.33,0.42,0,-0.29,6.066,0.004,4.882,0.003," ",0.998,0.044,G,0.98,0.02,A," ",4.9349,6.0E-4,0.005,58," ",4.93,4.94,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",4188,"B-11  128 ","          ","          ",0.98,K0IIIvar,X
26563," ",05 38 53.09,-07 12 45.8,4.77,,H,84.72121589,-7.21270844,+,21.24,-15.0,-49.55,1.27,1.03,2.05,1.08,1.23,-0.11,-0.1,-0.15,-0.13,0.04,0.52,0.05,-0.04,-0.81,-0.72,0,2.22,4.956,0.002,4.8,0.003," ",0.139,0.001,G,0.16,0.02,A," ",4.8242,4.0E-4,0.004,81," ",4.82,4.83,," "," "," ","          "," ",,1,O," "," ","  ",,,,,,S," ",D,37507,"B-07 1142 ","          ","          ",0.16,A4V,X
32533," ",06 47 19.84,+08 02 14.2,4.77,1,H,101.83268467,8.03728277," ",6.73,-23.34,-11.84,0.68,0.42,0.75,0.72,0.54,-0.1,0.37,-0.02,-0.06,0.05,-0.15,-0.01,-0.42,-0.11,-0.1,0,-1.37,6.6,0.005,4.931,0.003," ",1.396,0.006,G,1.36,0.0,G," ",4.9161,9.0E-4,0.007,94," ",4.9,4.93,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",49161,"B+08 1496 ","          ","          ",1.36,K4III,X
62985," ",12 54 21.17,-09 32 20.2,4.77,2,H,193.58822553,-9.53894647," ",7.82,-18.26,-19.72,0.72,0.53,0.82,0.78,0.5,-0.45,-0.13,0.17,0.11,0.14,-0.09,0.11,-0.02,0.13,-0.38,0,1.26,6.827,0.007,4.975,0.004," ",1.59,0.12,G,2.18,0.02,A," ",4.8309,0.0016,0.025,105," ",4.77,4.85,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",112142,"B-08 3449 ","          ","          ",2.18,M3IIIvar,X
56127," ",11 30 18.88,-03 00 12.5,4.77,1,H,172.57867422,-3.00345887," ",5.4,19.78,-17.14,0.83,0.6,0.99,1.07,0.63,-0.13,0.03,-0.31,-0.18,0.1,-0.35,-0.01,-0.22,0.21,0.03,0,3.59,6.768,0.008,4.936,0.005," ",1.529,0.016,G,1.62,0.04,E," ",4.8877,0.0018,0.008,46," ",4.88,4.91,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",99998,"B-02 3360 ","          ","          ",1.62,K4III,X
88404,H,18 03 04.91,-08 10 48.9,4.77,,G,270.77046145,-8.18025785,A,19.22,15.11,-37.61,1.03,0.69,0.97,0.94,0.67,0.25,-0.35,-0.34,-0.11,0.09,-0.28,-0.12,-0.3,0.17,-0.01,0,-0.3,5.463,0.033,5.006,0.03,A,0.41,0.014,G,0.45,0.02,A,*,4.8588,6.0E-4,0.005,70,*,4.85,4.87,,D," "," ",18031-0811,I,1,2,C," ",A,AB,279,1.803,0.002,0.67,0.01,S," "," ",164764,"B-08 4549 ","          ","          ",0.45,F5V+...,S
45751," ",09 19 46.40,-11 58 29.6,4.77,,G,139.94332821,-11.97488214," ",10.2,-27.92,12.16,0.7,0.57,0.83,0.87,0.58,-0.22,0.07,-0.2,0.05,0.35,-0.29,0.24,-0.35,0.12,-0.35,2,0.15,5.957,0.004,4.88,0.002," ",0.927,0.017,G,0.91,0.02,A," ",4.9348,4.0E-4,0.005,76," ",4.93,4.94,," "," "," ",09198-1159,I,1,1," "," "," ","  ",,,,,,S," "," ",80499,"B-11 2609 ","          ","          ",0.91,G8III,X
98761," ",20 03 33.41,-37 56 25.8,4.77,,H,300.88921406,-37.94049103," ",8.05,64.71,-85.44,0.73,0.48,0.83,0.91,0.6,0.11,-0.21,-0.25,0.04,0.03,0.26,0.08,-0.07,0.14,0.15,0,0.34,6.621,0.005,4.924,0.003," ",1.417,0.005,T,1.4,0.02,A," ",4.9128,8.0E-4,0.005,67," ",4.91,4.92,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",189831,"          ",C-38 13828,P-38  7928,1.4,K4III,3
101027,H,20 28 51.62,-17 48 49.2,4.77,,G,307.21509857,-17.81366828,A,33.04,-15.79,-7.66,0.93,0.59,0.86,0.88,0.57,0.42,-0.28,-0.26,-0.16,-0.18,0.25,-0.11,-0.08,-0.08,0.26,5,1.05,5.232,0.004,4.838,0.004,*,0.386,0.014,G,0.44,0.02,A,*,4.8543,5.0E-4,0.005,71,*,4.85,4.88,,D," "," ",20289-1750,I,2,2,C," ",A,AB,199,1.013,0.005,2.05,0.02,S," "," ",194943,"B-18 5689 ","          ","          ",0.44,F3V,4
100310," ",20 20 39.81,-12 45 32.6,4.77,,H,305.16586145,-12.75904403," ",11.98,15.71,-14.63,0.78,0.47,0.97,0.96,0.61,0.13,-0.23,-0.33,-0.22,-0.08,0.5,0.15,0.27,-0.18,-0.01,0,1.93,4.705,0.002,4.75,0.002," ",-0.047,0.005,G,-0.06,0.02,A," ",4.7498,5.0E-4,0.004,83," ",4.74,4.76,,C," "," ",20207-1246,I,1,1," "," "," ","  ",,,,,,S," "," ",193432,"B-13 5642 ","          ","          ",-0.06,B9IV,4
9977," ",02 08 29.15,+37 51 33.1,4.78,,H,32.12144102,37.85918337," ",16.48,154.22,-43.64,0.58,0.49,0.8,0.57,0.61,0.17,0.28,-0.19,-0.01,0.0,0.08,0.12,-0.15,0.36,0.26,0,1.69,4.944,0.003,4.804,0.002," ",0.12,0.003,G,0.16,0.03,C," ",4.8326,4.0E-4,0.005,91," ",4.83,4.84,,D," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",13041,"B+37  486 ","          ","          ",0.16,A5IV-V,X
17587," ",03 46 02.33,+63 20 42.2,4.78,,H,56.50971937,63.34506772," ",4.08,-0.94,-8.41,0.39,0.43,0.66,0.49,0.57,-0.02,0.16,-0.14,-0.07,-0.17,0.14,-0.21,0.07,-0.07,0.22,0,0.74,5.745,0.003,4.894,0.002," ",0.747,0.003,T,0.79,0.0,L," ",4.922,5.0E-4,0.006,150," ",4.91,4.93,,R," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",23089,"B+62  604 ","          ","          ",0.99,A3V...,X
50564," ",10 19 44.31,+19 28 17.2,4.78,,H,154.93462599,19.47143591," ",47.24,-229.99,-214.66,0.77,0.51,0.82,0.91,0.54,-0.12,0.1,-0.1,-0.08,-0.06,-0.21,-0.07,0.15,0.19,-0.1,0,0.73,5.337,0.004,4.834,0.003," ",0.452,0.006,G,0.53,0.03,C," ",4.8871,9.0E-4,0.006,74," ",4.88,4.9,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",89449,"B+20 2466 ","          ","          ",0.53,F6IV,X
39847," ",08 08 27.50,+51 30 24.0,4.78,,H,122.11459795,51.50667575," ",14.96,-60.1,-2.15,0.67,0.43,0.7,0.9,0.67,0.04,0.27,-0.08,0.37,0.08,0.05,0.12,0.17,0.1,0.13,0,1.75,4.842,0.002,4.805,0.003," ",0.048,0.006,G,0.1,0.04,D," ",4.8197,5.0E-4,0.004,82," ",4.81,4.83,,C," "," ",08084+5130,I,1,1," "," "," ","  ",,,,,,S," "," ",67006,"B+51 1391 ","          ","          ",0.1,A2V,X
110371,H,22 21 19.33,+28 19 49.9,4.78,,H,335.33053166,28.33051592,A,5.37,17.42,5.6,0.65,0.73,0.71,0.59,0.65,0.21,0.15,-0.15,0.5,-0.02,0.16,-0.11,-0.16,-0.02,0.16,1,-0.64,4.777,0.002,4.804,0.002,*,-0.01,0.014,G,0.06,0.03,C,*,4.7984,5.0E-4,0.005,127,*,4.79,4.81,,D," "," ",22213+2820,I,1,2,C," ",B,AF,294,0.423,0.017,4.03,0.08,S," "," ",212097,"B+27 4299 ","          ","          ",0.06,B9III,X
